job_id,title,company,location,apply_url,status,notes
5101016007,View job,,,https://job-boards.greenhouse.io/atwellgroup/jobs/5101016007?gh_src=my.greenhouse.search,error,"Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""https://job-boards.greenhouse.io/atwellgroup/jobs/5101016007?gh_src=my.greenhouse.search"", waiting until ""domcontentloaded""
"
4670582005,View job,,,https://job-boards.greenhouse.io/patientpoint/jobs/4670582005?gh_src=my.greenhouse.search,failed,No submit button found
5192522008,View job,,,https://job-boards.greenhouse.io/divergent/jobs/5192522008?gh_src=my.greenhouse.search,failed,No submit button found
4685895005,View job,,,https://job-boards.greenhouse.io/midihealth/jobs/4685895005?gh_src=my.greenhouse.search,failed,Validation errors: How many years of experience do you have working on healthcare or claims data?* | Select... | This field is required. | Do you require sponsorship to work in the United States- now or in the future?* | Select...
5972665004,View job,,,https://boards.greenhouse.io/transcarent/jobs/5972665004?gh_jid=5972665004&gh_src=my.greenhouse.search,failed,Validation errors: Home Address* | Home Address* | This field is required. | Are you currently authorized to work in the country outlined for this job?* | Select...
4844286101,View job,,,https://job-boards.eu.greenhouse.io/mangroup/jobs/4844286101?gh_src=my.greenhouse.search,failed,Validation errors: Current Notice Period* | Current Notice Period* | This field is required. | What is your desired salary?* | What is your desired salary?*
8512331002,View job,,,https://job-boards.greenhouse.io/everpass/jobs/8512331002?gh_src=my.greenhouse.search,applied,Application submitted successfully
5111680007,View job,,,https://job-boards.greenhouse.io/srsacquiom/jobs/5111680007?gh_src=my.greenhouse.search,failed,Validation errors: Cover Letter | Cannot read properties of undefined (reading 'uploadFile') | Are you legally authorized to work in the United States?* | Select... | This field is required.
5107946007,View job,,,https://job-boards.greenhouse.io/baroncapital/jobs/5107946007?gh_src=my.greenhouse.search,failed,"Validation errors: What are your annual salary expectations?* | What are your annual salary expectations?* | This field is required. | Will you now or in the future require sponsorship for an immigration-related employment benefit, including but not limited to H-1B visa status?* | Select..."
5101016007,View job,,,https://job-boards.greenhouse.io/atwellgroup/jobs/5101016007?gh_src=my.greenhouse.search,failed,"Validation errors: Do you have a valid drivers license?* | Select... | This field is required. | Do you require government sponsorship to work legally in the United States, now or in the future?* | Select... | This field is required."
4670582005,View job,,,https://job-boards.greenhouse.io/patientpoint/jobs/4670582005?gh_src=my.greenhouse.search,failed,Validation errors: Preferred First Name: Enter the name you go by—even if it's your legal name.* | Preferred First Name: Enter the name you go by—even if it's your legal name.* | This field is required. | City* | City* | This field is required.
5192522008,View job,,,https://job-boards.greenhouse.io/divergent/jobs/5192522008?gh_src=my.greenhouse.search,failed,"Validation errors: This position requires access to information and technology that is subject to US export controls. Are you any of the following “protected individuals” as defined in the Immigration and Naturalization Act, 8 USC 1324b(a)(3)?* | Select... | This field is required. | Have you worked for the U.S. Department of Defense (DoD) within the past two (2) years in a role that may be subject to post-government employment restrictions (Sec. 847 30-day letter)? If you have not worked for the DoD in the past two (2) years, please select “No.” Otherwise, please review the information below before selecting your response. * | Select... | This field is required."
4685895005,View job,,,https://job-boards.greenhouse.io/midihealth/jobs/4685895005?gh_src=my.greenhouse.search,failed,Validation errors: How many years of experience do you have working on healthcare or claims data?* | Select... | This field is required. | Do you require sponsorship to work in the United States- now or in the future?* | Select... | This field is required.
5972665004,View job,,,https://job-boards.greenhouse.io/transcarent/jobs/5972665004?gh_jid=5972665004&gh_src=my.greenhouse.search,failed,Validation errors: Home Address* | Home Address* | This field is required. | Are you currently authorized to work in the country outlined for this job?* | Select... | This field is required.
4844286101,View job,,,https://job-boards.eu.greenhouse.io/mangroup/jobs/4844286101?gh_src=my.greenhouse.search,failed,Validation errors: Current Notice Period* | Current Notice Period* | This field is required. | Do you require a visa for the country in which you are applying for a role? * | Select... | This field is required.
5111680007,View job,,,https://job-boards.greenhouse.io/srsacquiom/jobs/5111680007?gh_src=my.greenhouse.search,failed,"Validation errors: Are you legally authorized to work in the United States?* | Select... | This field is required. | Do you currently require the company’s sponsorship or need the company’s assistance to obtain or maintain authorization to work legally in the United States? This includes, but is not limited to, H-1B visas (lottery and transfers), TN visas, E-3 visas, or other company-sponsored visas* | Select... | This field is required."
5107946007,View job,,,https://job-boards.greenhouse.io/baroncapital/jobs/5107946007?gh_src=my.greenhouse.search,failed,"Validation errors: Will you now or in the future require sponsorship for an immigration-related employment benefit, including but not limited to H-1B visa status?* | Select... | This field is required. | Are you legally eligible for employment in the United States? (If yes, proof is required if hired).* | Select... | This field is required."
5101016007,View job,,,https://job-boards.greenhouse.io/atwellgroup/jobs/5101016007?gh_src=my.greenhouse.search,failed,"Validation errors: Do you have a valid drivers license?* | Select... | This field is required. | Do you require government sponsorship to work legally in the United States, now or in the future?* | Select... | This field is required."
4670582005,View job,,,https://job-boards.greenhouse.io/patientpoint/jobs/4670582005?gh_src=my.greenhouse.search,failed,Validation errors: State* | Select... | This field is required. | Country* | Country* | This field is required.
5192522008,View job,,,https://job-boards.greenhouse.io/divergent/jobs/5192522008?gh_src=my.greenhouse.search,failed,"Validation errors: This position requires access to information and technology that is subject to US export controls. Are you any of the following “protected individuals” as defined in the Immigration and Naturalization Act, 8 USC 1324b(a)(3)?* | Select... | This field is required. | Have you worked for the U.S. Department of Defense (DoD) within the past two (2) years in a role that may be subject to post-government employment restrictions (Sec. 847 30-day letter)? If you have not worked for the DoD in the past two (2) years, please select “No.” Otherwise, please review the information below before selecting your response. * | Select... | This field is required."
